order_date,product_name,region,province,city,supplier,type,customer_name,name,order_num,order_amount,send_num,send_amount,book_num,book_amount
2011-04-24,儿童套装,华北,天津,天津,Nike,服装箱包,留学服务中心,高爽,60,23940,59,23541,62,24738
2011-04-25,MP4,华北,天津,天津,魅族,手机数码,保信人寿,李伟豪,20,17980,19,17081,22,19778
2011-04-26,汽车坐垫,华北,天津,天津,墨菲斯卡,汽车用品,保信人寿,李伟豪,21,2079,20,1980,23,2277
2011-04-27,一次性纸杯,华北,天津,天津,好事达,家居厨具,保信人寿,刘伟力,60,1134,59,1115.1,62,1171.8
2011-04-28,迷你音响,华中,河南,郑州,奴曼妮,手机数码,汉光企管,张媛媛,18,14364,17,13566,20,15960
2011-04-29,刀具7件套,西南,云南,昆明,苏泊尔,家居厨具,凯旋科技,朱玉,20,4780,19,4541,22,5258
2011-04-30,电压力锅,西南,云南,昆明,明基,家用电器,凯旋科技,郑建杰,25,5975,24,5736,27,6453
2011-05-01,电饼铛,东北,辽宁,大连,美的,家用电器,远东开发,郑建杰,50,19900,49,19502,52,20696
2011-05-02,单反数码相机套机,东北,辽宁,大连,尼康,手机数码,远东开发,朱玉,60,539940,59,530941,62,557938
2011-05-03,上网本,西北,甘肃,兰州,步步高,电脑办公,百达电子,金士鹏,30,92970,29,89871,32,99168
2011-05-04,车载MP3,西北,甘肃,兰州,纽曼,汽车用品,百达电子,金士鹏,20,5380,19,5111,22,5918
2011-05-05,三人帐篷,华东,上海,上海,京东商城,运动户外,迈多贸易,孙林,25,12450,24,11952,27,13446
2011-05-06,冰箱,华东,上海,上海,西门子,家用电器,迈多贸易,孙林,21,39648,20,37760,23,43424
2011-05-07,MP3,华东,上海,上海,魅族,手机数码,迈多贸易,高爽,12,4068,11,3729,14,4746
2011-05-08,迷你音响,华北,天津,天津,奴曼妮,手机数码,凯诚国际顾问公司,李伟豪,14,11172,13,10374,16,12768
2011-05-09,电烤箱,华北,天津,天津,三星,家用电器,凯诚国际顾问公司,李伟豪,20,3980,19,3781,22,4378
2011-05-10,长焦数码相机,东北,辽宁,大连,富士,手机数码,师大贸易,张媛媛,49,97951,48,95952,51,101949
2011-05-11,扫描仪,华北,天津,天津,步步高,电脑办公,正太实业,李伟豪,20,17800,19,16910,22,19580
2011-05-12,单反数码相机套机,华东,江西,南昌,尼康,手机数码,祥通,赵健,30,269970,29,260971,32,287968
2011-05-13,男士钱包,华东,江西,南昌,三星,服装箱包,祥通,王伟,30,11970,29,11571,32,12768
2011-05-14,健身车,华东,江西,南昌,杰朴森,运动户外,祥通,王伟,20,25980,19,24681,22,28578
2011-05-15,微单数码相机,华东,江苏,南京,索尼,手机数码,康浦,张颖,24,105576,23,101177,26,114374
2011-05-16,儿童套装,华东,江苏,南京,Nike,服装箱包,康浦,张三,22,8778,21,8379,24,9576
2011-05-17,汽车坐垫,华东,江苏,南京,墨菲斯卡,汽车用品,康浦,张颖,25,2475,24,2376,27,2673
2011-05-18,健身车,华北,天津,天津,杰朴森,运动户外,正太实业,李丽,20,25980,19,24681,22,28578
2011-05-19,电脑桌,华北,天津,天津,优雅主妇,家居厨具,正太实业,张颖,11,3278,10,2980,13,3874
2011-05-20,电饭煲,华北,天津,天津,万利达,家用电器,正太实业,张三,20,3960,19,3762,22,4356
2011-05-21,英语教材,华南,海南,海口,京东商城,图书,永大企业,金士鹏,36,3564,35,3465,38,3762
2011-05-22,汽车坐垫,华南,海南,海口,墨菲斯卡,汽车用品,永大企业,金士鹏,20,1980,19,1881,22,2178
2011-05-23,刀具7件套,华北,天津,天津,苏泊尔,家居厨具,正人资源,金士鹏,45,10755,44,10516,47,11233
2011-05-24,计时器,华北,天津,天津,苏泊尔,家居厨具,正人资源,金士鹏,24,660,23,632.5,26,715
2011-05-25,沙发,华北,天津,天津,好事达,家居厨具,凯旋科技,李丽,18,42984,17,40596,20,47760
2011-05-26,化妆大全,华北,天津,天津,当当网,图书,凯旋科技,张颖,14,1372,13,1274,16,1568
2011-05-27,毛呢外套女,华北,天津,天津,京东商城,服装箱包,凯旋科技,张三,25,29975,24,28776,27,32373
2011-05-28,CDMA3G手机,西南,云南,昆明,OPPO,手机数码,百达电子,王伟,30,149910,29,144913,32,159904
2011-05-29,旅行背包,东北,辽宁,大连,奴曼妮,服装箱包,友恒信托,郑建杰,32,22368,31,21669,34,23766
2011-05-30,MP3,东北,辽宁,大连,魅族,手机数码,友恒信托,郑建杰,60,20340,59,20001,62,21018
2011-05-31,面包机,东北,辽宁,大连,松下,家用电器,友恒信托,孙家鑫,25,2725,24,2616,27,2943
2011-06-01,移动3G手机,东北,辽宁,大连,OPPO,手机数码,友恒信托,朱玉,50,249850,49,244853,52,259844
2011-06-02,电磁炉,东北,辽宁,大连,京东商城,家用电器,友恒信托,孙家鑫,25,9975,24,9576,27,10773
2011-06-03,投影仪,西北,新疆,乌鲁木齐,明基,电脑办公,国银贸易,李丽,20,65980,19,62681,22,72578
2011-06-04,考勤机,西北,新疆,乌鲁木齐,纽曼,电脑办公,国银贸易,张颖,20,7000,19,6650,22,7700
2011-06-05,汽车坐垫,西北,新疆,乌鲁木齐,墨菲斯卡,汽车用品,国银贸易,张三,22,2178,21,2079,24,2376
2011-06-06,洗衣机,华东,江苏,南京,西门子,家用电器,通恒机械,张雪眉,25,27475,24,26376,27,29673
2011-06-07,计时器,华东,江苏,南京,苏泊尔,家居厨具,通恒机械,张雪眉,22,605,21,577.5,24,660
2011-06-08,投影仪,华北,天津,天津,明基,电脑办公,志远有限公司,王伟,28,92372,27,89073,30,98970
2011-06-09,男士钱包,华北,天津,天津,三星,服装箱包,志远有限公司,王伟,26,10374,25,9975,28,11172
2011-06-10,电烤箱,华北,天津,天津,三星,家用电器,志远有限公司,赵健,26,5174,25,4975,28,5572
2011-06-11,旅行背包,西北,甘肃,兰州,奴曼妮,服装箱包,鑫增贸易,郑建杰,15,10485,14,9786,17,11883
2011-06-12,冲锋衣,华东,江苏,常州,探路者,运动户外,友恒信托,赵军,30,13770,29,13311,32,14688
2011-06-13,健身的意义,华东,江苏,常州,杰朴森,图书,友恒信托,赵军,70,1750,69,1725,72,1800
2011-06-14,长焦数码相机,华东,江苏,常州,富士,手机数码,友恒信托,宋广伟,30,59970,29,57971,32,63968
2011-06-15,微单数码相机,华东,江苏,常州,索尼,手机数码,协昌妮绒有限公司,王伟,24,105576,23,101177,26,114374
2011-06-16,复读机,华东,江苏,常州,步步高,电脑办公,协昌妮绒有限公司,王伟,27,4293,26,4134,29,4611
2011-06-17,GPS导航,华东,江苏,常州,三星,汽车用品,协昌妮绒有限公司,王伟,21,20979,20,19980,23,22977
2011-06-18,打印机,华北,天津,天津,佳能,电脑办公,坦森行贸易,张颖,30,23970,29,23171,32,25568
2011-06-19,不粘炒锅,华北,天津,天津,苏泊尔,家居厨具,坦森行贸易,李丽,18,3582,17,3383,20,3980
2011-06-20,茶几,华北,河北,张家口,美达斯,家居厨具,大钰贸易,金士鹏,100,89900,99,89001,102,91698
2011-06-21,不粘炒锅,华北,河北,张家口,苏泊尔,家居厨具,大钰贸易,张媛媛,30,5970,29,5771,32,6368
2011-06-22,功放,华北,河北,张家口,尼康,手机数码,大钰贸易,金士鹏,120,191760,119,190162,122,194956
2011-06-23,软件工程,华北,河北,张家口,当当网,图书,大钰贸易,金士鹏,30,1770,29,1711,32,1888
2011-06-24,电脑桌,华东,山东,青岛,优雅主妇,家居厨具,国皓,刘力,22,6556,21,6258,24,7152
2011-06-25,投影仪,西北,甘肃,兰州,明基,电脑办公,瑞栈工艺,张三,50,164950,49,161651,52,171548
2011-06-26,沙发,西北,甘肃,兰州,好事达,家居厨具,瑞栈工艺,张颖,20,47760,19,45372,22,52536
2011-06-27,男士钱包,西北,甘肃,兰州,三星,服装箱包,瑞栈工艺,张三,40,15960,39,15561,42,16758
2011-06-28,复读机,华东,浙江,温州?,步步高,电脑办公,仪和贸易,李伟豪,30,4770,29,4611,32,5088
2011-06-29,上网本,华东,浙江,温州?,步步高,电脑办公,仪和贸易,刘伟力,22,68178,21,65079,24,74376
2011-06-30,毛呢外套女,华东,浙江,温州?,京东商城,服装箱包,仪和贸易,李伟豪,28,33572,27,32373,30,35970
2011-07-01,不粘炒锅,华北,天津,天津,苏泊尔,家居厨具,坦森行贸易,李伟豪,30,5970,29,5771,32,6368
2011-07-02,故障应急箱,华北,天津,天津,墨菲斯卡,汽车用品,坦森行贸易,李伟豪,14,8386,13,7787,16,9584
2011-07-03,电磁炉,华北,天津,天津,京东商城,家用电器,坦森行贸易,李伟豪,30,11970,29,11571,32,12768
2011-07-04,健身服,华北,河北,秦皇岛,杰朴森,服装箱包,迈策船舶,赵健,19,17081,18,16182,21,18879
2011-07-05,单反数码相机套机,西南,重庆,重庆,尼康,手机数码,一诠精密工业,李伟豪,20,179980,19,170981,22,197978
2011-07-06,台式机,西南,重庆,重庆,联想,电脑办公,一诠精密工业,李伟豪,40,183960,39,179361,42,193158
2011-07-07,床单四件套,西南,重庆,重庆,优雅主妇,家居厨具,一诠精密工业,李伟豪,30,17970,29,17371,32,19168
2011-07-08,微单数码相机,华东,山东,济南,索尼,手机数码,业兴,郑建杰,20,87980,19,83581,22,96778
2011-07-09,功放,华东,山东,济南,尼康,手机数码,业兴,郑建杰,14,22372,13,20774,16,25568
2011-07-10,台式机,华东,山东,济南,联想,电脑办公,业兴,朱玉,25,114975,24,110376,27,124173
2011-07-11,成功学,华北,北京,北京,明基,图书,顶上系统,王伟,30,1170,29,1131,32,1248
2011-07-12,打印机,华北,北京,北京,佳能,电脑办公,顶上系统,王伟,25,19975,24,19176,27,21573
2011-07-13,单反操作指南,华中,河南,郑州,索尼,图书,师大贸易,金娜娜,50,2950,49,2891,52,3068
2011-07-14,英语教材,华中,河南,郑州,京东商城,图书,师大贸易,张雪眉,20,1980,19,1881,22,2178
2011-07-15,CDMA3G手机,华中,河南,郑州,OPPO,手机数码,师大贸易,张雪眉,16,79952,15,74955,18,89946
2011-07-16,微单数码相机,西南,重庆,重庆,索尼,手机数码,中硕贸易,郑建杰,28,123172,27,118773,30,131970
2011-07-17,三人帐篷,西南,重庆,重庆,京东商城,运动户外,中硕贸易,郑建杰,60,29880,59,29382,62,30876
2011-07-18,微波炉,西南,重庆,重庆,松下,家用电器,中硕贸易,孙家鑫,24,11976,23,11477,26,12974
2011-07-19,榨汁机,华东,江苏,南京,美的,家用电器,通恒机械,张颖,35,3815,34,3706,37,4033
2011-07-20,儿童套装,华北,河北,石家庄,Nike,服装箱包,实翼,李丽,20,7980,19,7581,22,8778
2011-07-21,汽车香水,华北,河北,石家庄,京东商城,汽车用品,实翼,张颖,30,1650,29,1595,32,1760
2011-07-22,榨汁机,华北,天津,天津,美的,家用电器,高新园工会,王伟,30,3270,29,3161,32,3488
2011-07-23,英语教材,华北,天津,天津,京东商城,图书,高新园工会,赵健,40,3960,39,3861,42,4158
2011-07-24,电烤箱,华北,天津,天津,三星,家用电器,高新园工会,王伟,40,7960,39,7761,42,8358
2011-07-25,GPS导航,华北,天津,天津,三星,汽车用品,高新园工会,王伟,24,23976,23,22977,26,25974
2011-07-26,考勤机,华北,天津,天津,纽曼,电脑办公,高新园工会,王伟,48,16800,47,16450,50,17500
2011-07-27,电子辞典,华东,江苏,南京,万利达,电脑办公,光明杂志,金娜娜,20,7980,19,7581,22,8778
2011-07-28,单反操作指南,华北,天津,天津,索尼,图书,椅天文化事业,刘伟力,16,944,15,885,18,1062
2011-07-29,软件工程,华北,天津,天津,当当网,图书,椅天文化事业,李伟豪,60,3540,59,3481,62,3658
2011-07-30,刀具7件套,华北,天津,天津,苏泊尔,家居厨具,椅天文化事业,李伟豪,30,7170,29,6931,32,7648
2011-07-31,移动3G手机,华北,天津,天津,OPPO,手机数码,椅天文化事业,刘伟力,25,124925,24,119928,27,134919
2011-08-01,多功能刀,华北,天津,天津,雷曼克斯,运动户外,高新园工会,刘力,90,11610,89,11481,92,11868
2011-08-02,电脑桌,华北,天津,天津,优雅主妇,家居厨具,高新园工会,刘力,25,7450,24,7152,27,8046
2011-08-03,电压力锅,华北,天津,天津,明基,家用电器,高新园工会,刘力,50,11950,49,11711,52,12428
2011-08-04,对讲机,华北,天津,天津,雷曼克斯,汽车用品,志远有限公司,张媛媛,20,7180,19,6821,22,7898
2011-08-05,茶几,华北,天津,天津,美达斯,家居厨具,志远有限公司,金士鹏,14,12586,13,11687,16,14384
2011-08-06,空调,华北,天津,天津,格兰仕,家用电器,志远有限公司,金士鹏,20,47980,19,45581,22,52778
2011-08-07,成功学,华南,海南,海口,明基,图书,椅天文化事业,马明,20,780,19,741,22,858
2011-08-08,MP3,华南,海南,海口,魅族,手机数码,椅天文化事业,刘力,28,9492,27,9153,30,10170
2011-08-09,复读机,华北,北京,北京,步步高,电脑办公,保信人寿,李伟豪,17,2703,16,2544,19,3021
2011-08-10,液晶电视,华北,北京,北京,松下,家用电器,保信人寿,刘伟力,19,94981,18,89982,21,104979
2011-08-11,长焦数码相机,华北,北京,北京,富士,手机数码,保信人寿,李伟豪,30,59970,29,57971,32,63968
2011-08-12,电压力锅,华北,北京,北京,明基,家用电器,保信人寿,李伟豪,30,7170,29,6931,32,7648
2011-08-13,储藏箱6件套,西南,云南,昆明,美达斯,家居厨具,正人资源,孙家鑫,25,4725,24,4536,27,5103
2011-08-14,成功学,西南,云南,昆明,明基,图书,正人资源,郑建杰,18,702,17,663,20,780
2011-08-15,英语教材,西南,云南,昆明,京东商城,图书,正人资源,郑建杰,22,2178,21,2079,24,2376
2011-08-16,汽车坐垫,西南,云南,昆明,墨菲斯卡,汽车用品,正人资源,朱玉,65,6435,64,6336,67,6633
2011-08-17,电压力锅,西南,云南,昆明,明基,家用电器,正人资源,郑建杰,18,4302,17,4063,20,4780
2011-08-18,台式机,华东,江苏,南京,联想,电脑办公,仲堂企业,李伟豪,22,101178,21,96579,24,110376
2011-08-19,榨汁机,东北,辽宁,大连,美的,家用电器,大钰贸易,刘伟力,15,1635,14,1526,17,1853
2011-08-20,微波炉,东北,辽宁,大连,松下,家用电器,大钰贸易,李伟豪,22,10978,21,10479,24,11976
2011-08-21,扫描仪,东北,辽宁,大连,步步高,电脑办公,大钰贸易,李伟豪,40,35600,39,34710,42,37380
2011-08-22,计时器,东北,辽宁,大连,苏泊尔,家居厨具,大钰贸易,李伟豪,60,1650,59,1622.5,62,1705
2011-08-23,电脑桌,华东,上海,上海,优雅主妇,家居厨具,师大贸易,孙林,42,12516,41,12218,44,13112
2011-08-24,计时器,华东,上海,上海,苏泊尔,家居厨具,师大贸易,孙林,20,550,19,522.5,22,605
2011-08-25,电饭煲,华东,上海,上海,万利达,家用电器,师大贸易,孙林,35,6930,34,6732,37,7326
2011-08-26,电源转换器,华北,天津,天津,美的,汽车用品,东南实业,张三,16,560,15,525,18,630
2011-08-27,电饭煲,华北,天津,天津,万利达,家用电器,东南实业,张颖,25,4950,24,4752,27,5346
2011-08-28,电饼铛,华东,福建,厦门,美的,家用电器,五洲信托,高爽,15,5970,14,5572,17,6766
2011-08-29,电脑桌,华东,福建,厦门,优雅主妇,家居厨具,五洲信托,孙林,35,10430,34,10132,37,11026
2011-08-30,移动3G手机,华东,福建,厦门,OPPO,手机数码,五洲信托,孙林,35,174895,34,169898,37,184889
2011-08-31,汽车天线,华北,天津,天津,墨菲斯卡,汽车用品,留学服务中心,高爽,16,1104,15,1035,18,1242
2011-09-01,空调,华北,天津,天津,格兰仕,家用电器,留学服务中心,孙林,35,83965,34,81566,37,88763
2011-09-02,笔记本电脑,华北,天津,天津,联想,电脑办公,留学服务中心,孙林,24,143976,23,137977,26,155974
2011-09-03,沙发,华东,江苏,常州,好事达,家居厨具,远东开发,张雪眉,20,47760,19,45372,22,52536
2011-09-04,衣架,华东,江苏,常州,好事达,家居厨具,远东开发,张雪眉,14,2506,13,2327,16,2864
2011-09-05,电烤箱,华北,河北,石家庄,三星,家用电器,瑞栈工艺,刘力,24,4776,23,4577,26,5174
2011-09-06,电脑桌,华北,河北,石家庄,优雅主妇,家居厨具,瑞栈工艺,刘力,18,5364,17,5066,20,5960
2011-09-07,化妆大全,西南,四川,成都,当当网,图书,国顶有限公司,孙家鑫,21,2058,20,1960,23,2254
2011-09-08,电压力锅,西南,四川,成都,明基,家用电器,国顶有限公司,郑建杰,28,6692,27,6453,30,7170
2011-09-09,汽车清洁套装,华北,河北,张家口,墨菲斯卡,汽车用品,上河工业,孙林,14,3626,13,3367,16,4144
2011-09-10,CDMA3G手机,华北,河北,张家口,OPPO,手机数码,上河工业,高爽,15,74955,14,69958,17,84949
2011-09-11,健身车,西北,宁夏,银川,杰朴森,运动户外,业兴,张三,28,36372,27,35073,30,38970
2011-09-12,床单四件套,西北,宁夏,银川,优雅主妇,家居厨具,业兴,李丽,20,11980,19,11381,22,13178
2011-09-13,台式机,华北,北京,北京,联想,电脑办公,文成,张颖,15,68985,14,64386,17,78183
2011-09-14,复读机,华东,浙江,温州?,步步高,电脑办公,大钰贸易,赵军,22,3498,21,3339,24,3816
2011-09-15,健身的意义,华东,浙江,温州?,杰朴森,图书,大钰贸易,赵军,120,3000,119,2975,122,3050
2011-09-16,健身的意义,华北,河北,秦皇岛,杰朴森,图书,师大贸易,李伟豪,13,325,12,300,15,375
2011-09-17,儿童套装,华北,河北,秦皇岛,Nike,服装箱包,师大贸易,刘伟力,30,11970,29,11571,32,12768
2011-09-18,打印机,华北,天津,天津,佳能,电脑办公,大钰贸易,张三,30,23970,29,23171,32,25568
2011-09-19,MP4,华北,天津,天津,魅族,手机数码,大钰贸易,张颖,110,98890,109,97991,112,100688
2011-09-20,电饼铛,华东,浙江,温州?,美的,家用电器,大钰贸易,赵军,30,11940,29,11542,32,12736
2011-09-21,成功学,华东,浙江,温州?,明基,图书,大钰贸易,宋广伟,87,3393,86,3354,89,3471
2011-09-22,台式机,华东,浙江,温州?,联想,电脑办公,大钰贸易,赵军,50,229950,49,225351,52,239148
2011-09-23,儿童套装,华东,浙江,温州?,Nike,服装箱包,大钰贸易,赵军,28,11172,27,10773,30,11970
2011-09-24,长焦数码相机,华东,浙江,温州?,富士,手机数码,大钰贸易,赵军,22,43978,21,41979,24,47976
2011-09-25,微单数码相机,华东,浙江,温州?,索尼,手机数码,祥通,李伟豪,21,92379,20,87980,23,101177
2011-09-26,计时器,华东,浙江,温州?,苏泊尔,家居厨具,祥通,刘伟力,30,825,29,797.5,32,880
2011-09-27,健身车,华东,浙江,温州?,杰朴森,运动户外,大东补习班,郑建杰,17,22083,16,20784,19,24681
2011-09-28,车载MP3,华东,浙江,温州?,纽曼,汽车用品,大东补习班,朱玉,20,5380,19,5111,22,5918
2011-09-29,上网本,华北,天津,天津,步步高,电脑办公,友恒信托,李丽,32,99168,31,96069,34,105366
2011-09-30,软件工程,华北,天津,天津,当当网,图书,友恒信托,张三,25,1475,24,1416,27,1593
2011-10-01,刀具7件套,华北,天津,天津,苏泊尔,家居厨具,友恒信托,张颖,25,5975,24,5736,27,6453
2011-10-02,茶几,西南,重庆,重庆,美达斯,家居厨具,永业房屋,张颖,36,32364,35,31465,38,34162
2011-10-03,投影仪,西南,重庆,重庆,明基,电脑办公,永业房屋,张三,20,65980,19,62681,22,72578
2011-10-04,CDMA3G手机,西南,重庆,重庆,OPPO,手机数码,永业房屋,张颖,40,199880,39,194883,42,209874
2011-10-05,考勤机,西南,重庆,重庆,纽曼,电脑办公,永业房屋,张三,20,7000,19,6650,22,7700
2011-10-06,迷你音响,华中,河南,郑州,奴曼妮,手机数码,兴中保险,马明,22,17556,21,16758,24,19152
2011-10-07,卡片相机,华中,河南,郑州,奥林巴斯,手机数码,兴中保险,刘力,13,14300,12,13200,15,16500
2011-10-08,软件工程,华中,河南,郑州,当当网,图书,兴中保险,刘力,40,2360,39,2301,42,2478
2011-10-09,液晶电视,华北,天津,天津,松下,家用电器,兰格英语,刘力,21,104979,20,99980,23,114977
2011-10-10,计时器,华北,天津,天津,苏泊尔,家居厨具,兰格英语,刘力,18,495,17,467.5,20,550
2011-10-11,GPS导航,华东,江西,南昌,三星,汽车用品,高新园工会,宋广伟,50,49950,49,48951,52,51948
2011-10-12,电饼铛,华北,天津,天津,美的,家用电器,大钰贸易,马明,13,5174,12,4776,15,5970
2011-10-13,沙发,华北,天津,天津,好事达,家居厨具,大钰贸易,刘力,50,119400,49,117012,52,124176
2011-10-14,扫描仪,华北,天津,天津,步步高,电脑办公,大钰贸易,刘力,45,40050,44,39160,47,41830
2011-10-15,电磁炉,华北,天津,天津,京东商城,家用电器,大钰贸易,刘力,42,16758,41,16359,44,17556
2011-10-16,打印机,东北,辽宁,大连,佳能,电脑办公,椅天文化事业,李伟豪,25,19975,24,19176,27,21573
2011-10-17,微单数码相机,华北,北京,北京,索尼,手机数码,华科,马明,26,114374,25,109975,28,123172
2011-10-18,车载MP3,华北,北京,北京,纽曼,汽车用品,华科,刘力,15,4035,14,3766,17,4573
2011-10-19,功放,华北,北京,北京,尼康,手机数码,红阳事业,郑建杰,22,35156,21,33558,24,38352
2011-10-20,健身服,华北,北京,北京,杰朴森,服装箱包,红阳事业,郑建杰,14,12586,13,11687,16,14384
2011-10-21,化妆大全,华北,北京,北京,当当网,图书,红阳事业,朱玉,16,1568,15,1470,18,1764
2011-10-22,汽车天线,华东,江苏,南京,墨菲斯卡,汽车用品,中通,孙家鑫,25,1725,24,1656,27,1863
2011-10-23,储藏箱6件套,华东,江苏,南京,美达斯,家居厨具,中通,郑建杰,15,2835,14,2646,17,3213
2011-10-24,成功学,西南,云南,昆明,明基,图书,建国科技,赵健,20,780,19,741,22,858
2011-10-25,儿童套装,西南,云南,昆明,Nike,服装箱包,建国科技,王伟,20,7980,19,7581,22,8778
2011-10-26,电脑桌,西南,云南,昆明,优雅主妇,家居厨具,建国科技,赵健,20,5960,19,5662,22,6556
2011-10-27,卡片相机,华北,天津,天津,奥林巴斯,手机数码,留学服务中心,孙家鑫,25,27500,24,26400,27,29700
2011-10-28,单反数码相机套机,华北,天津,天津,尼康,手机数码,留学服务中心,朱玉,16,143984,15,134985,18,161982
2011-10-29,化妆大全,华北,天津,天津,当当网,图书,留学服务中心,郑建杰,22,2156,21,2058,24,2352
2011-10-30,床单四件套,华北,天津,天津,优雅主妇,家居厨具,留学服务中心,朱玉,25,14975,24,14376,27,16173
2011-10-31,榨汁机,华东,上海,上海,美的,家用电器,保信人寿,马明,50,5450,49,5341,52,5668
2011-11-01,上网本,华东,上海,上海,步步高,电脑办公,保信人寿,刘力,30,92970,29,89871,32,99168
2011-11-02,电子辞典,华东,上海,上海,万利达,电脑办公,保信人寿,刘力,40,15960,39,15561,42,16758
2011-11-03,投影仪,东北,辽宁,大连,明基,电脑办公,祥通,赵军,25,82475,24,79176,27,89073
2011-11-04,沙发,东北,辽宁,大连,好事达,家居厨具,祥通,赵军,13,31044,12,28656,15,35820
2011-11-05,汽车坐垫,东北,辽宁,大连,墨菲斯卡,汽车用品,祥通,赵军,20,1980,19,1881,22,2178
2011-11-06,上网本,华北,天津,天津,步步高,电脑办公,浩天旅行社,金士鹏,40,123960,39,120861,42,130158
2011-11-07,健身车,华北,天津,天津,杰朴森,运动户外,浩天旅行社,张媛媛,30,38970,29,37671,32,41568
2011-11-08,电饭煲,华东,福建,厦门,万利达,家用电器,祥通,刘伟力,20,3960,19,3762,22,4356
2011-11-09,冲锋衣,华东,江苏,南京,探路者,运动户外,通恒机械,张颖,26,11934,25,11475,28,12852
2011-11-10,三人帐篷,华东,江苏,南京,京东商城,运动户外,通恒机械,李丽,20,9960,19,9462,22,10956
2011-11-11,健身服,华东,江苏,南京,杰朴森,服装箱包,通恒机械,张三,25,22475,24,21576,27,24273
2011-11-12,空气净化器,华东,江苏,常州,雷曼克斯,汽车用品,业兴,王伟,30,1770,29,1711,32,1888
2011-11-13,卡片相机,华东,江苏,常州,奥林巴斯,手机数码,业兴,赵健,25,27500,24,26400,27,29700
2011-11-14,电饭煲,华东,江苏,常州,万利达,家用电器,业兴,王伟,20,3960,19,3762,22,4356
2011-11-15,车载MP3,华东,江苏,常州,纽曼,汽车用品,兴中保险,孙林,20,5380,19,5111,22,5918
2011-11-16,汽车香水,华东,江苏,常州,京东商城,汽车用品,兴中保险,孙林,12,660,11,605,14,770
2011-11-17,汽车坐垫,西南,四川,成都,墨菲斯卡,汽车用品,师大贸易,金娜娜,40,3960,39,3861,42,4158
2011-11-18,电磁炉,西南,四川,成都,京东商城,家用电器,师大贸易,张雪眉,20,7980,19,7581,22,8778
2011-11-19,三防手机,华东,山东,青岛,探路者,手机数码,山泰企业,王伟,14,69958,13,64961,16,79952
2011-11-20,功放,华东,山东,青岛,尼康,手机数码,山泰企业,赵健,22,35156,21,33558,24,38352
2011-11-21,投影仪,华北,河北,张家口,明基,电脑办公,赐芳股份,王伟,33,108867,32,105568,35,115465
2011-11-22,CDMA3G手机,华北,天津,天津,OPPO,手机数码,山泰企业,李伟豪,16,79952,15,74955,18,89946
2011-11-23,健身服,华北,天津,天津,杰朴森,服装箱包,山泰企业,李伟豪,28,25172,27,24273,30,26970
2011-11-24,三人帐篷,华北,河北,石家庄,京东商城,运动户外,椅天文化事业,郑建杰,15,7470,14,6972,17,8466
2011-11-25,液晶电视,华北,河北,石家庄,松下,家用电器,椅天文化事业,孙家鑫,35,174965,34,169966,37,184963
2011-11-26,MP4,华北,河北,石家庄,魅族,手机数码,椅天文化事业,郑建杰,40,35960,39,35061,42,37758
2011-11-27,儿童套装,华北,河北,石家庄,Nike,服装箱包,椅天文化事业,郑建杰,24,9576,23,9177,26,10374
2011-11-28,电饼铛,华北,河北,秦皇岛,美的,家用电器,国顶有限公司,孙家鑫,25,9950,24,9552,27,10746
2011-11-29,电源转换器,华北,天津,天津,美的,汽车用品,广通,李伟豪,20,700,19,665,22,770
2011-11-30,床单四件套,华北,天津,天津,优雅主妇,家居厨具,广通,李伟豪,50,29950,49,29351,52,31148
2011-12-01,一次性纸杯,华北,天津,天津,好事达,家居厨具,广通,李伟豪,35,661.5,34,642.6,37,699.3
2011-12-02,MP3,华北,天津,天津,魅族,手机数码,国顶有限公司,张颖,28,9492,27,9153,30,10170
2011-12-03,单反数码相机套机,华东,浙江,温州?,尼康,手机数码,中硕贸易,孙林,50,449950,49,440951,52,467948
2011-12-04,迷你音响,华北,天津,天津,奴曼妮,手机数码,高新园工会,张雪眉,24,19152,23,18354,26,20748
2011-12-05,GPS导航,华北,天津,天津,三星,汽车用品,高新园工会,金娜娜,26,25974,25,24975,28,27972
2011-12-06,电脑桌,华北,天津,天津,优雅主妇,家居厨具,高新园工会,张雪眉,45,13410,44,13112,47,14006
2011-12-07,一次性纸杯,华北,天津,天津,好事达,家居厨具,高新园工会,金娜娜,17,321.3,16,302.4,19,359.1
2011-12-08,三防手机,华北,天津,天津,探路者,手机数码,浩天旅行社,张颖,16,79952,15,74955,18,89946
2011-12-09,男士钱包,华北,天津,天津,三星,服装箱包,浩天旅行社,李丽,28,11172,27,10773,30,11970
2011-12-10,考勤机,华北,天津,天津,纽曼,电脑办公,浩天旅行社,张三,19,6650,18,6300,21,7350
2011-12-11,刀具7件套,华北,天津,天津,苏泊尔,家居厨具,浩天旅行社,张颖,40,9560,39,9321,42,10038
2011-12-12,沙发,华北,天津,天津,好事达,家居厨具,顶上系统,高爽,18,42984,17,40596,20,47760
2011-12-13,功放,华北,天津,天津,尼康,手机数码,顶上系统,孙林,35,55930,34,54332,37,59126
2011-12-14,加湿器,华北,天津,天津,明基,汽车用品,顶上系统,孙林,19,1881,18,1782,21,2079
2011-12-15,刀具7件套,华北,天津,天津,苏泊尔,家居厨具,顶上系统,孙林,30,7170,29,6931,32,7648
